#separator:tab
#html:true
#notetype:Basic
#deck:neetcode 150
#tags column:3
<b>Longest Substring Without Repeating Characters</b></br>Given a string s, find the length of the longest substring without repeating characters. 	<b>OPTIMIZED</b></br>Initialize L pointer to 0. Iterate over s, adding characters to a charSet. If duplicate is found, remove characters from left until duplicate is gone. Continuously update longest substring and return it at end</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(m), m is total number of unique characters in the string</br><b>BRUTE FORCE</b></br>Use a hashset to track duplicate characters. Use nested loops. In the outer loop, iterate through the string initializing an empty hashset on each iteration. In the inner loop, initialize an empty hashset and add characters until a duplicate is found.Break the inner loop when a duplicate appears and update max_length accordingly.</br><b>COMPLEXITY</b></br>Time: O(n*m); Space: O(m), m is total number of unique characters in the string	Sliding-Window
<b>Longest Repeating Character Replacement</b></br>You are given a string s and an integer k. You can choose any character of the string and change it to any other uppercase English character. You can perform this operation at most k times.<br>Return the length of the longest substring containing the same letter you can get after performing the above operations . 	<b>OPTIMIZED</b></br>Set L = 0 and iterate R through s, tracking the max frequency of any character by comparing against the current character count. Adjust L & char frequencies in window while the count of other characters exceeds k using maxf. Continuously update longest substring with repetitions and return it at end</br><b>COMPLEXITY</b></br></br><b>BRUTE FORCE</b></br></br><b>COMPLEXITY</b></br>	Sliding-Window
<b>Permutation in String</b></br>Given two strings s1 and s2, return true if s2 contains a permutation of s1, or false otherwise.<br>In other words, return true if one of s1's permutations is the substring of s2.<br>	 <b>OPTIMIZED</b></br>Calculate char_count of s1. For each char in s2, if it exists in s1: create char_count of s2, with len(s1). If char_count's are same return True. Otherwise return False finally</br><b>COMPLEXITY</b></br>Time: O(n*m); Space: O(m), m is number of characters in s1</br><b>BRUTE FORCE</b></br></br><b>COMPLEXITY</b></br>	Sliding-Window
<b>Minimum Window Substring</b></br>Given two strings s and t of lengths m and n respectively, return the minimum window substring of s such that every character in t ( including duplicates ) is included in the window . If there is no such substring, return the empty string .The testcases will be generated such that the answer is unique . 	<b>OPTIMIZED</b></br>Use 2 variables called have & need & 2 HashMaps to track char counts in s and t, and initialize have to 0. Loop through s, updating window counts and incrementing have when (window[c] == count_t[c]). Loop while (have == len(count_t)), if current window is smaller than ans_len, update res and ans_len. Slide l right, adjusting window[s[l]] & have if window count goes below count_t. Return res</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(m), where m is total number of unique chars in t</br><b>BRUTE FORCE</b></br></br><b>COMPLEXITY</b></br>	Sliding-Window
<b>Sliding Window Maximum</b></br>You are given an array of integers nums, there is a sliding window of size k which is moving from the very left of the array to the very right. You can only see the k numbers in the window. Each time the sliding window moves right by one position.<br>Return the max sliding window . 	<b>OPTIMIZED</b></br></br><b>COMPLEXITY</b></br></br><b>BRUTE FORCE</b></br></br><b>COMPLEXITY</b></br>	Sliding-Window
<b>Valid Parentheses</b></br>Given a string s containing just the characters '(', ')', '{', '}', '[' and ']', determine if the input string is valid.<br>An input string is valid if:<ol><li>Open brackets must be closed by the same type of brackets.</li><li>Open brackets must be closed in the correct order.</li><li>Every close bracket has a corresponding open bracket of the same type.</li></ol> 	<b>OPTIMIZED</b></br>Use a HashMap {')': '('}. Iterate through the string: append open brackets to stack. For closing brackets, return False if the stack is empty or there's a mismatch with stack.pop(). At the end, return whether the stack is empty</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(n)</br><b>BRUTE FORCE</b></br>Replace '()', '{}', '[]' with '', replace is O(n), in case of nested brackets O(n^2)</br><b>COMPLEXITY</b></br>Time: O(n^2); Space: O(n)	Stack
<b>Min Stack</b></br>Design a stack that supports push, pop, top, and retrieving the minimum element in constant time.<br>Implement the MinStack class:<ul><li>MinStack() initializes the stack object.</li><li>void push(int val) pushes the element val onto the stack.</li><li>void pop() removes the element on the top of the stack.</li><li>int top() gets the top element of the stack.</li><li>int getMin() retrieves the minimum element in the stack.</li></ul>You must implement a solution with O(1) time complexity for each function. 	<b>OPTIMIZED</b></br>Use 2 stacks: one for values and one to keep track of the minimum value so far (min_stack). During each insert, push the current minimum onto min_stack(push paid onto stack for O(n) space)</br><b>COMPLEXITY</b></br>Time: O(1); Space: O(n)</br><b>BRUTE FORCE</b></br>getMin(), searches stack each invocation</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(n)	Stack
<b>Evaluate Reverse Polish Notation</b></br>You are given an array of strings tokens that represents an arithmetic expression in a Reverse Polish Notation.<br>Evaluate the expression. Return an integer that represents the value of the expression . Note that:<ul><li>The valid operators are '+', '-', '*', and '/'.</li><li>Each operand may be an integer or another expression.</li><li>The division between two integers always truncates toward zero .</li><li>There will not be any division by zero.</li><li>The input represents a valid arithmetic expression in a reverse polish notation.</li><li>The answer and all the intermediate calculations can be represented in a 32-bit integer.</li></ul> 	<b>OPTIMIZED</b></br>Use a stack to store operands. When an operator is encountered, pop the last two operands, perform the operation in the correct order, and push the result back onto the stack. At the end, return the last value in the stack</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(n)</br><b>BRUTE FORCE</b></br>Scan string using while len(s), For each operator- replace with result. and start scanning from beginning again</br><b>COMPLEXITY</b></br>Time: O(n^2); Space: O(n)	Stack
<b>Generate Parentheses</b></br>Given n pairs of parentheses, write a function to generate all combinations of well-formed parentheses .<br>	<b>OPTIMIZED</b></br>Use stack to store braces while generating valid combinations. Define dfs to recursively explore paths, skipping invalid paths based on counts of open & close brackets. Append stack content to the results when both counts equal n. If (o_cnt < n), add opening bracket, call dfs, then backtrack. If (c_cnt < o_cnt), add closing bracket, call dfs, then backtrack again. Return ans finally</br><b>COMPLEXITY</b></br>Time: O((4^n)/(n^1/2)); Space: O(n)</br><b>BRUTE FORCE</b></br>Create a func isValid(), generate all combinations using dfs. When length of string is same as n*2 and valid add to result.</br><b>COMPLEXITY</b></br>Time: O(2^2n * n); Space: O(2^2n * n)	Stack
<b>Daily Temperatures</b></br>Given an array of integers temperatures represents the daily temperatures, return an array answer such that answer[i] is the number of days you have to wait after the ith day to get a warmer temperature . If there is no future day for which this is possible, keep answer[i] == 0 instead.<br>	<b>OPTIMIZED</b></br>Initialize ans array with 0's. Iterate through temperatures, while using a monotonically decreasing stack to store element index. While (temperature[i] > temperature[stack[top]]), pop from stack and update ans[stack_index] with difference between indices</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(n)</br><b>BRUTE FORCE</b></br>Iterate through temps, for each element, iterate through rest of temp to find diff in indexes. Append diff or 0 to res. Finally return res</br><b>COMPLEXITY</b></br>Time: O(n^2); Space: O(1)	Stack
<b>Car Fleet</b></br>There are n cars at given miles away from the starting mile 0, traveling to reach the mile target.<br>You are given two integer array position and speed, both of length n, where position[i] is the starting mile of the ith car and speed[i] is the speed of the ith car in miles per hour.A car cannot pass another car, but it can catch up and then travel next to it at the speed of the slower car.A car fleet is a car or cars driving next to each other. The speed of the car fleet is the minimum speed of any car in the fleet.If a car catches up to a car fleet at the mile target, it will still be considered as part of the car fleet.Return the number of car fleets that will arrive at the destination. 	<b>OPTIMIZED</b></br>Sort (position, speed) pairs by position in ascending order. Iterate through pairs in reverse. For each car, calculate time to reach target; if this time <= the time at top of the stack, it joins the same fleet. Otherwise, add it to the stack. Finally, return the stack’s length as number of fleets</br><b>COMPLEXITY</b></br>Time: O(nlogn); Space: O(n)</br><b>BRUTE FORCE</b></br></br><b>COMPLEXITY</b></br>	Stack
<b>Largest Rectangle in Histogram</b></br>Given an array of integers heights representing the histogram's bar height where the width of each bar is 1, return the area of the largest rectangle in the histogram .<br>	<b>OPTIMIZED</b></br>Maintain a monotonically increasing stack (start, height). Iterate through heights, when a smaller element is found, pop all taller elements from the stack, processing their contribution to max_area and mark the start index of the current element as the last popped pushing current element onto the stack. Run an additional loop for remaining elements in the stack, calculating their heights wrt len(heights), updating max_area. Finally return max_area</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(n)</br><b>BRUTE FORCE</b></br>Iterate through heights, using expands from center, calculate right_most and left_most, followed by area. Update the running max_area.</br><b>COMPLEXITY</b></br>Time: O(n^2); Space: O(1)	Stack
<b>Binary Search</b></br>Given an array of integers nums which is sorted in ascending order, and an integer target, write a function to search target in nums. If target exists, then return its index. Otherwise, return -1. You must write an algorithm with O(log n) runtime complexity. 	<b>OPTIMIZED</b></br>Use 3 pointers: l, r & mid. Compare the mid value with the target and either move the window left/right or return the index if found</br><b>COMPLEXITY</b></br>Time: O(log n); Space: O(1)</br><b>BRUTE FORCE</b></br>Iterate through array checking each if element matches target</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(1)	BinarySearch
<b>Search a 2D Matrix</b></br>You are given an m x n integer matrix matrix with the following two properties: <ul><li>Each row is sorted in non-decreasing order.</li><li>The first integer of each row is greater than the last integer of the previous row.</li></ul>Given an integer target, return true if target is in matrix or false otherwise. You must write a solution in O(log(m * n)) time complexity. 	<b>OPTIMIZED</b></br>Use binary search to find row, where the target may lie based on row boundaries. If the target isn’t within any of the row ranges, return False. Otherwise, set the row to the last calculated midpoint and perform a binary search within that row for the target</br><b>COMPLEXITY</b></br>Time: O(log (m*n)); Space: O(1)</br><b>BRUTE FORCE</b>Iterate through rows using an outer loop, iterate through cols using inner loop. Compare each [r][c] with the target value.</br></br><b>COMPLEXITY</b></br>Time: O(n^2); Space: O(1)	BinarySearch
<b>Koko Eating Bananas</b></br>Koko loves to eat bananas. There are n piles of bananas, the ith pile has piles[i] bananas. The guards have gone and will come back in h hours. Koko can decide her bananas-per-hour eating speed of k. Each hour, she chooses some pile of bananas and eats k bananas from that pile. If the pile has less than k bananas, she eats all of them instead and will not eat any more bananas during this hour. Koko likes to eat slowly but still wants to finish eating all the bananas before the guards return. Return the minimum integer k such that she can eat all the bananas within h hours. 	<b>OPTIMIZED</b></br>Use binary search between 1 and max(piles) to find the minimum eating speed. If a solution meets the hours constraint ℎ, try smaller speeds to minimize further. Return the last speed that satisfies the condition</br><b>COMPLEXITY</b></br>Time: O(n * log m); Space: O(1)</br><b>BRUTE FORCE</b></br>For each value in the range (1..largest), try to check if bananas can be eaten by the time</br><b>COMPLEXITY</b></br>Time: O(m*n); Space: O(1)	BinarySearch
<b>Find Minimum in Rotated Sorted Array</b></br>Suppose an array of length n sorted in ascending order is rotated between 1 and n times. For example, the array nums = [0,1,2,4,5,6,7] might become:<ul><li>[4,5,6,7,0,1,2] if it was rotated 4 times.</li><li>[0,1,2,4,5,6,7] if it was rotated 7 times.</li></ul>Notice that rotating an array [a[0], a[1], a[2], ..., a[n-1]] 1 time results in the array [a[n-1], a[0], a[1], a[2], ..., a[n-2]]. Given the sorted rotated array nums of unique elements, return the minimum element of this array. You must write an algorithm that runs in O(log n) time. 	<b>OPTIMIZED</b></br>Initialize l and r to the start and end. Update ans, as min(ans, nums[mid]). If nums[mid] > nums[r], move window right; otherwise, move window left. Return min(nums[l], ans)</br><b>COMPLEXITY</b></br>Time: O(log n); Space: O(1)</br><b>BRUTE FORCE</b></br>Iterate through each element, maintaining a running min. Return the min at the end of the loop.</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(1)	BinarySearch
<b>Search in Rotated Sorted Array</b></br>There is an integer array nums sorted in ascending order (with distinct values). Prior to being passed to your function, nums is possibly rotated at an unknown pivot index k (1 <= k < nums.length) such that the resulting array is [nums[k], nums[k+1], ..., nums[n-1], nums[0], nums[1], ..., nums[k-1]] (0-indexed). For example, [0,1,2,4,5,6,7] might be rotated at pivot index 3 and become [4,5,6,7,0,1,2]. Given the array nums after the possible rotation and an integer target, return the index of target if it is in nums, or -1 if it is not in nums. You must write an algorithm with O(log n) runtime complexity. 	<b>OPTIMIZED</b></br>Use 3 pointers l, r, mid. mid will be apart of either left sorted or right sorted portions. If target is in range of sorted portion then search it, otherwise search other half</br><b>COMPLEXITY</b></br>Time: O(log n); Space: O(1)</br><b>BRUTE FORCE</b></br>Iterate through each element, comparing to target. Return if target was found or -1 if not at the end.</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(1)	BinarySearch
<b>Time Based Key-Value Store</b></br>Design a time-based key-value data structure that can store multiple values for the same key at different time stamps and retrieve the key's value at a certain timestamp. Implement the TimeMap class:<ul><li>TimeMap() Initializes the object of the data structure</li><li>void set(String key, String value, int timestamp) Stores the key key with the value value at the given time timestamp.</li><li>String get(String key, int timestamp) Returns a value such that set was called previously, with timestamp_prev <= timestamp. If there are multiple such values, it returns the value associated with the largest timestamp_prev. If there are no values, it returns "".</li></ul>. 	<b>OPTIMIZED</b></br>Use a HashMap to store each key's list of [value, timestamp] pairs. For set, append the pair; for get, use binary search to find the most recent value with a timestamp ≤ the query using the concept of a running result that contains the most recent value found so far. Return it at the end</br><b>COMPLEXITY</b></br>Time: O(log n); Space: O(n)</br><b>BRUTE FORCE</b></br>Similar to optimized. but perform normal search in get</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(n)	BinarySearch
<b>Median of Two Sorted Arrays</b></br>Given two sorted arrays nums1 and nums2 of size m and n respectively, return the median of the two sorted arrays. The overall run time complexity should be O(log (m+n)). 	<b>OPTIMIZED</b></br></br><b>COMPLEXITY</b></br></br><b>BRUTE FORCE</b></br></br><b>COMPLEXITY</b></br>	BinarySearch
<b>Reverse Linked List</b></br>Given the head of a singly linked list, reverse the list, and return the reversed list. 	<b>OPTIMIZED</b></br>Initialize prev, cur = None, head. Iterate through the list, updating prev and cur. At the end, return prev as the new head</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(1)</br><b>BRUTE FORCE</b></br>Recursion</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(n)	LinkedList
<b>Merge Two Sorted Lists</b></br>You are given the heads of two sorted linked lists list1 and list2. Merge the two lists into one sorted list. The list should be made by splicing together the nodes of the first two lists. Return the head of the merged linked list. 	<b>OPTIMIZED</b></br>Create an empty node cur with a pointer res. Iterate while both list1 and list2 are not None, adding the node with the lower value to cur. Then if either list is None, append the other list. Finally, return res.next</br><b>COMPLEXITY</b></br>Time: O(m+n); Space: O(1)</br><b>BRUTE FORCE</b></br>Recursive</br><b>COMPLEXITY</b></br>Time: O(m+n); Space: O(m+n)	LinkedList
<b>Linked List Cycle</b></br>Given head, the head of a linked list, determine if the linked list has a cycle in it. There is a cycle in a linked list if there is some node in the list that can be reached again by continuously following the next pointer. Internally, pos is used to denote the index of the node that tail's next pointer is connected to. Note that pos is not passed as a parameter. Return true if there is a cycle in the linked list. Otherwise, return false. 	<b>OPTIMIZED</b></br>Initialize f & s pointers to head. Iterate while f and f.next exist, moving f by 2 and s by 1. If they are equal, return True; otherwise, return False</br><b>COMPLEXITY</b></br></br><b>BRUTE FORCE</b></br></br><b>COMPLEXITY</b></br>	LinkedList
<b>Reorder List</b></br>You are given the head of a singly linked-list. The list can be represented as: L0 → L1 → … → Ln - 1 → Ln Reorder the list to be on the following form: L0 → Ln → L1 → Ln - 1 → L2 → Ln - 2 → … You may not modify the values in the list's nodes. Only nodes themselves may be changed. 	<b>OPTIMIZED</b></br>Move the s pointer to the center of the list while ensuring f.next exists. Set s.next as the start of the second half, then set s.next to None to end the first half. Reverse the second list, then use 2 temp variables to merge both halves</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(1)</br><b>BRUTE FORCE</b></br>Iterate to save nodes to a list, then apply merging logic.</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(n)	LinkedList
<b>Remove Nth Node From End of List</b></br>Given the head of a linked list, remove the nth node from the end of the list and return its head. 	<b>OPTIMIZED</b></br>Create a dummy node pointing to head and assign it to l. Assign r to head and move r forward n times. Then, move both pointers until r reaches the end. Set l.next.next to l.next and return dummy.next</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(1)</br><b>BRUTE FORCE</b></br>Iterate to add nodes to a list. Using length of the list do index math to determine node to delete. Traverse and delete node</br><b>COMPLEXITY</b></br>Time: O(n); Space: O(n)	LinkedList
<b>Copy List with Random Pointer</b></br>A linked list of length n is given such that each node contains an additional random pointer, which could point to any node in the list, or null. Construct a deep copy of the list. The deep copy should consist of exactly n brand new nodes, where each new node has its value set to the value of its corresponding original node. Both the next and random pointer of the new nodes should point to new nodes in the copied list such that the pointers in the original list and copied list represent the same list state. None of the pointers in the new list should point to nodes in the original list. For example, if there are two nodes X and Y in the original list, where X.random --> Y, then for the corresponding two nodes x and y in the copied list, x.random --> y. Return the head of the copied linked list. The linked list is represented in the input/output as a list of n nodes. Each node is represented as a pair of [val, random_index] where: val: an integer representing Node.val random_index: the index of the node (range from 0 to n-1) that the random pointer points to, or null if it does not point to any node. Your code will only be given the head of the original linked list. 	<b>OPTIMIZED</b></br>First, create a map to store the deep copies of each node. Traverse the original linked list, creating deep copies of all nodes. Then, traverse it again to set the next and random pointers for the copied nodes using the map. Finally, return the deep copy of the head node from the map</br><b>COMPLEXITY</b></br></br><b>BRUTE FORCE</b></br></br><b>COMPLEXITY</b></br>	LinkedList
<b>Add Two Numbers</b></br>Given an array of integers nums containing n + 1 integers where each integer is in the range [1, n] inclusive. There is only one repeated number in nums, return this repeated number. You must solve the problem without modifying the array nums and using only constant extra space 	<b>OPTIMIZED</b></br>Traverse both input lists using a dummy node and maintain a carry. For each node, sum values and carry, add the remainder to the result list. Continue until both lists are exhausted, handling any leftover carry by adding an extra node. Return dummy.next as the final result</br><b>COMPLEXITY</b></br></br><b>BRUTE FORCE</b></br></br><b>COMPLEXITY</b></br>	LinkedList
<b>Find the Duplicate Number</b></br>Given an array of integers nums containing n + 1 integers where each integer is in the range [1, n] inclusive. There is only one repeated number in nums, return this repeated number. You must solve the problem without modifying the array nums and using only constant extra space. 	<b>OPTIMIZED</b></br></br><b>COMPLEXITY</b></br></br><b>BRUTE FORCE</b></br></br><b>COMPLEXITY</b></br>	LinkedList
<b>LRU Cache</b></br>Design a data structure that follows the constraints of a Least Recently Used (LRU) cache .Implement the LRUCache class:<ul><li>LRUCache(int capacity) Initialize the LRU cache with positive size capacity.</li><li>int get(int key) Return the value of the key if the key exists, otherwise return -1.</li><li>void put(int key, int value) Update the value of the key if the key exists. Otherwise, add the key-value pair to the cache. If the number of keys exceeds the capacity from this operation, evict the least recently used key.</li></ul>The functions get and put must each run in O(1) average time complexity. 	<b>OPTIMIZED</b></br>Utilize a HashMap for quick value access and a doubly linked list (DLL) to track the order of usage. The DLL has two dummy nodes marking the LRU (left) and MRU (right). For put operations, the DLL functions like a queue, while get operations involve moving nodes to the MRU side, introducing extra complexity</br><b>COMPLEXITY</b></br></br><b>BRUTE FORCE</b></br></br><b>COMPLEXITY</b></br>	LinkedList
